Name,Culture,Continent,Country,Theory,Reference,scale_0,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6,scale_7,scale_8,int_0,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8
Maqam Hijaz Kar Kurd D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2061",91,294,498,702,792,996,1200,,,91,204,204,204,91,204,204,,
Maqam Athar Kurd,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2062",100,300,600,700,800,1100,1200,,,100,200,300,100,100,300,100,,
Maqam Hijaz Kar D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2064",91,408,498,702,792,996,1200,,,91,317,91,204,91,204,204,,
Maqam Suzdilara 1 A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2065",204,408,498,702,906,996,1200,,,204,204,91,204,204,91,204,,
Maqam Suzdilara 2 A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2067",200,400,500,700,900,1050,1200,,,200,200,100,200,200,150,150,,
Maqam Tarz Nawayn,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2071",100,300,500,600,900,1000,1200,,,100,200,200,100,300,100,200,,
Maqam Tarz Nawayn,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2071",91,294,498,589,906,996,1200,,,91,204,204,91,317,91,204,,
Maqam Mahur A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2072",200,350,500,700,900,1100,1200,,,200,150,150,200,200,200,100,,
Maqam Bayati A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2074",150,300,500,700,850,1000,1200,,,150,150,200,200,150,150,200,,
Maqam Bayati A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2074",136,294,498,702,838,996,1200,,,136,158,204,204,136,158,204,,
Maqam Bayatayn,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2078",150,300,500,650,900,1000,1200,,,150,150,200,150,250,100,200,,
Maqam Husayni A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2079",136,294,475,657,792,951,1155,,,136,158,181,181,136,158,204,,
Maqam Hijaz A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2081",100,400,500,700,850,1000,1200,,,100,300,100,200,150,150,200,,
Maqam Hijaz D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2082",91,385,475,679,770,1087,1177,,,91,294,91,204,91,317,91,,
Maqam Hijaz Gharib,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2083",150,350,500,700,850,1000,1200,,,150,200,150,200,150,150,200,,
Maqam Saba A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2084",150,300,400,700,800,1000,1200,,,150,150,100,300,100,200,200,,
Maqam Saba D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2085",136,294,385,702,792,996,1200,,,136,158,91,317,91,204,204,,
Maqam Saba D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2085",150,300,400,700,800,1000,1100,1200,,150,150,100,300,100,200,100,100,
Maqam Saba Zamzama,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2086",100,300,400,700,800,1000,1200,,,100,200,100,300,100,200,200,,
Maqam Saba Zamzama,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2086",91,294,385,702,792,996,1200,,,91,204,91,317,91,204,204,,
Maqam Saba Busalik A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2087",200,300,400,700,800,1000,1150,1200,,200,100,100,300,100,200,150,50,
Maqam Saba Busalik D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2088",200,300,400,700,800,1000,1200,,,200,100,100,300,100,200,200,,
Maqam Sabr Jadid,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2089",150,300,400,700,800,1100,1200,,,150,150,100,300,100,300,100,,
Maqam Ushaq Masri A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2091",200,300,500,700,850,1000,1200,,,200,100,200,200,150,150,200,,
Maqam Hisar 1,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2093",136,294,611,702,792,1109,1200,,,136,158,317,91,91,317,91,,
Maqam Hisar 2,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2094",150,300,600,700,800,1100,1200,,,150,150,300,100,100,300,100,,
Maqam Nishaburk D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2097",200,350,500,700,800,1000,1200,,,200,150,150,200,100,200,200,,
Maqam Nishaburk D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2097",204,362,498,702,792,996,1200,,,204,158,136,204,91,204,204,,
Maqam Sikah D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2100",150,350,550,650,850,1050,1200,,,150,200,200,100,200,200,150,,
Maqam Sikah D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2100",136,340,543,634,838,1042,1200,,,136,204,204,91,204,204,158,,
Maqam Huzam,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2101",136,340,430,747,838,1042,1200,,,136,204,91,317,91,204,158,,
Maqam Musta'ar A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2102",250,350,550,650,850,1050,1200,,,250,100,200,100,200,200,150,,
Maqam Musta'ar A,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2102",249,340,543,634,838,1042,1200,,,249,91,204,91,204,204,158,,
Maqam Jaharkah,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2105",204,408,498,702,906,1064,1200,,,204,204,91,204,204,158,136,,
Maqam Sikah Baladi D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2107",150,350,500,700,850,1050,1200,,,150,200,150,200,150,200,150,,
Maqam Awj D,Arabian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2109",150,350,450,650,850,1050,1200,,,150,200,100,200,200,200,150,,
Dastgah-e Shur,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2110",133,294,498,702,792,996,1200,,,133,161,204,204,90,204,204,,
Naghmeh Abu Ata,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2111",133,337,569,631,835,1039,1200,,,133,204,232,63,204,204,161,,
Naghmeh Bayat-e Tork,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2112",204,408,498,702,906,1039,1200,,,204,204,90,204,204,133,161,,
Dastgah-e Mahur,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2113",204,408,498,702,906,1110,1200,,,204,204,90,204,204,204,90,,
Dastgah-e Mahur Delkash,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2114",204,408,498,702,835,1039,1200,,,204,204,90,204,133,204,161,,
Dastgah-e Homayun,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2115",133,408,498,702,792,996,1200,,,133,275,90,204,90,204,204,,
Bayat-e Esfahan,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2116",204,294,498,702,835,1110,1200,,,204,90,204,204,133,275,90,,
Nagmeh Esfahan,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2117",204,337,498,702,835,996,1110,1200,,204,133,161,204,133,161,114,90,
Dastgah-e Sehgah 1,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2118",133,337,498,631,835,1039,1200,,,133,204,161,133,204,204,161,,
Dastgah-e Sehgah 2,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2119",204,337,498,702,835,996,1200,,,204,133,161,204,133,161,204,,
Dastgah-e Chahargah,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2120",133,408,498,702,835,1110,1200,,,133,275,90,204,133,275,90,,
Dastgah-e Nava,Persian,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2121",204,294,498,702,835,996,1200,,,204,90,204,204,133,161,204,,
Cargah Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2122",204,408,498,702,906,1110,1200,,,204,204,91,204,204,204,91,,
Buselik Makam 1,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2123",204,294,498,702,793,1064,1177,,,204,91,204,204,91,271,113,,
Buselik Makam 1,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2123",204,294,498,702,792,1087,1200,,,204,91,204,204,91,294,113,,
Buselik Makam 2,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2124",204,294,498,702,793,996,1200,,,204,91,204,204,91,204,204,,
Buselik Makam 3,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2125",204,294,498,611,882,996,1199,,,204,91,204,113,271,113,204,,
Buselik Makam 3,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2125",204,294,498,611,883,996,1200,,,204,91,204,113,272,113,204,,
Rast Makam A,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2126",204,385,498,702,906,1087,1200,,,204,181,113,204,204,181,113,,
Rast Makam D,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2127",204,385,498,702,906,996,1200,,,204,181,113,204,204,91,204,,
Ussak Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2128",181,294,498,702,793,996,1200,,,181,113,204,204,91,204,204,,
Hicaz Makam 1,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2129",113,384,497,701,882,996,1199,,,113,271,113,204,181,113,204,,
Hicaz Makam 1,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2129",113,385,498,702,883,996,1200,,,113,272,113,204,181,113,204,,
Hicaz Makam 2,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2130",113,384,497,701,792,996,1199,,,113,271,113,204,91,204,204,,
Hicaz Makam 2,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2130",113,385,498,702,792,996,1200,,,113,272,113,204,91,204,204,,
Uzzal Makam 2,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2134",113,384,497,701,814,1085,1199,,,113,271,113,204,113,271,113,,
Uzzal Makam 3,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2134",113,385,498,702,815,1087,1200,,,113,272,113,204,113,272,113,,
Neva Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2136",181,294,498,702,883,996,1200,,,181,113,204,204,181,113,204,,
Karcigar Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2138",181,294,498,611,882,996,1199,,,181,113,204,113,271,113,204,,
Karcigar Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2138",181,294,498,611,883,996,1200,,,181,113,204,113,272,113,204,,
Basit Suz-nak Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2139",204,385,498,702,815,1086,1199,,,204,181,113,204,113,271,113,,
Basit Suz-nak Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2139",204,385,498,702,815,1087,1200,,,204,181,113,204,113,272,113,,
Kurdi Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2140",91,294,498,702,793,996,1200,,,91,204,204,204,91,204,204,,
Irak Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2145",113,317,498,611,815,1019,1200,,,113,204,181,113,204,204,181,,
Nikriz Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2146",204,317,588,701,905,1086,1199,,,204,113,271,113,204,181,113,,
Nikriz Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2146",204,317,589,702,906,1087,1200,,,204,113,272,113,204,181,113,,
Nev'eser Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2147",204,317,588,701,814,1085,1199,,,204,113,271,113,113,271,113,,
Nev'eser Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2147",204,317,589,702,815,1087,1200,,,204,113,272,113,113,272,113,,
Huzzam Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2149",113,317,430,701,814,1085,1176,,,113,204,113,271,113,271,91,,
Huzzam Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2149",113,317,430,725,838,1109,1200,,,113,204,113,294,113,272,91,,
Segah Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2150",113,317,498,702,815,1086,1177,,,113,204,181,204,113,271,91,,
Segah Makam,Turkish,Middle East,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2150",113,317,498,702,815,1109,1200,,,113,204,181,204,113,294,91,,
Youlan,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2163",100,200,400,500,600,700,900,1000,1200,100,100,200,100,100,100,200,100,200
Youlan,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2163",90,204,408,498,612,702,905,996,1200,90,114,204,90,114,90,203,91,204
In,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2164",300,400,500,700,1000,1100,1200,,,300,100,100,200,300,100,100,,
In,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2164",294,408,498,702,996,1110,1200,,,294,114,90,204,294,114,90,,
Honchoshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2165",100,500,700,800,1000,1200,,,,100,400,200,100,200,200,,,
Honchoshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2165",90,498,702,792,996,1200,,,,90,408,204,90,204,204,,,
Plagal Honchoshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2166",100,300,500,600,900,1000,1200,,,100,200,200,100,300,100,200,,
Plagal Honchoshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2166",90,294,498,612,905,996,1200,,,90,204,204,114,293,91,204,,
Hexatonic Ritsu,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2168",100,300,500,800,1000,1200,,,,100,200,200,300,200,200,,,
Hexatonic Ritsu,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2168",90,294,498,792,996,1200,,,,90,204,204,294,204,204,,,
Banshikicho,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2169",200,300,500,700,900,1000,1200,,,200,100,200,200,200,100,200,,
Banshikicho,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2169",204,294,498,702,905,996,1200,,,204,90,204,204,203,91,204,,
Ichikotsucho 1,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2170",200,400,500,600,700,900,1100,1200,,200,200,100,100,100,200,200,100,
Ichikotsucho 1,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2170",204,408,498,612,702,905,1110,1200,,204,204,90,114,90,203,205,90,
Ichikotsucho 2,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2171",200,400,500,600,700,900,1000,1100,1200,200,200,100,100,100,200,100,100,100
Ichikotsucho 2,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2171",204,408,498,612,702,905,996,1110,1200,204,204,90,114,90,203,91,114,90
Iwato-choshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2174",100,300,500,600,1000,1200,,,,100,200,200,100,400,200,,,
Iwato-choshi,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2174",90,294,498,612,996,1200,,,,90,204,204,114,384,204,,,
Miyako-bushi Onkai,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2177",100,200,500,700,800,900,1200,,,100,100,300,200,100,100,300,,
Miyako-bushi Onkai,Japanese,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2177",90,204,498,702,792,905,1200,,,90,114,294,204,90,113,295,,
Biyu,China,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2181",318,702,1019,1201,,,,,,318,384,318,182,,,,,
Jiao,China,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2182",204,521,816,1019,1201,,,,,204,317,295,204,182,,,,
Jin,China,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2183",318,612,816,1019,1201,,,,,318,294,204,204,182,,,,
Huowu,China,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2184",204,521,702,906,1110,1201,,,,204,317,181,204,204,92,,,
Pyeongjo,Korea,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2185",204,521,702,1019,1201,,,,,204,317,181,318,182,,,,
Kyemyeonjo,Korea,East Asia,,Y,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2186",318,521,816,1019,1201,,,,,318,203,295,204,182,,,,
